Average electricity cost assumption: 0.05 USD/kWh,,,
Date,"Lower bound efficiency, J/Th","Estimated efficiency, J/Th","Upper bound efficiency, J/Th"
2014-02-03,2000.0,25755.208333333336,75000.0
2014-02-04,2000.0,25755.208333333336,75000.0
2014-02-05,2000.0,25755.208333333336,75000.0
2014-02-06,2000.0,25755.208333333336,75000.0
2014-02-07,2000.0,25755.208333333336,75000.0
2014-02-08,2000.0,25755.208333333336,75000.0
2014-02-09,2000.0,25755.208333333336,75000.0
2014-02-10,2000.0,25755.208333333336,75000.0
2014-02-11,2000.0,25755.208333333336,75000.0
2014-02-12,2000.0,25755.208333333336,75000.0
2014-02-13,2000.0,25755.208333333336,75000.0
2014-02-14,2000.0,25755.208333333336,75000.0
2014-02-15,2000.0,25755.208333333336,75000.0
2014-02-16,2000.0,25755.208333333336,75000.0
2014-02-17,2000.0,25755.208333333336,75000.0
2014-02-18,2000.0,25755.208333333336,75000.0
2014-02-19,2000.0,25755.208333333336,75000.0
2014-02-20,2000.0,25755.208333333336,75000.0
2014-02-21,2000.0,25755.208333333336,75000.0
2014-02-22,2000.0,25755.208333333336,75000.0
2014-02-23,2000.0,25755.208333333336,75000.0
2014-02-24,2000.0,25755.208333333336,75000.0
2014-02-25,2000.0,25755.208333333336,75000.0
2014-02-26,2000.0,25755.208333333336,75000.0
2014-02-27,2000.0,25755.208333333336,75000.0
2014-02-28,2000.0,25755.208333333336,75000.0
2014-03-01,2000.0,25755.208333333336,75000.0
2014-03-02,2000.0,25755.208333333336,75000.0
2014-03-03,2000.0,25755.208333333336,75000.0
2014-03-04,2000.0,14391.025641025639,43000.0
2014-03-05,2000.0,14391.025641025639,43000.0
2014-03-06,2000.0,14391.025641025639,43000.0
2014-03-07,2000.0,14391.025641025639,43000.0
2014-03-08,2000.0,14391.025641025639,43000.0
2014-03-09,2000.0,14391.025641025639,43000.0
2014-03-10,2000.0,14391.025641025639,43000.0
2014-03-11,2000.0,14391.025641025639,43000.0
2014-03-12,2000.0,14391.025641025639,43000.0
2014-03-13,2000.0,14391.025641025639,43000.0
2014-03-14,2000.0,14391.025641025639,43000.0
2014-03-15,2000.0,14391.025641025639,43000.0
2014-03-16,2000.0,14391.025641025639,43000.0
2014-03-17,2000.0,14391.025641025639,43000.0
2014-03-18,2000.0,14391.025641025639,43000.0
2014-03-19,2000.0,14391.025641025639,43000.0
2014-03-20,2000.0,14391.025641025639,43000.0
2014-03-21,2000.0,14391.025641025639,43000.0
2014-03-22,2000.0,14391.025641025639,43000.0
2014-03-23,2000.0,14391.025641025639,43000.0
2014-03-24,2000.0,14391.025641025639,43000.0
2014-03-25,2000.0,14391.025641025639,43000.0
2014-03-26,2000.0,14391.025641025639,43000.0
2014-03-27,2000.0,14391.025641025639,43000.0
2014-03-28,2000.0,14391.025641025639,43000.0
2014-03-29,2000.0,14391.025641025639,43000.0
2014-03-30,2000.0,14391.025641025639,43000.0
2014-03-31,2000.0,14391.025641025639,43000.0
2014-04-01,2000.0,14763.888888888887,43000.0
2014-04-02,2000.0,14763.888888888887,43000.0
2014-04-03,2000.0,14763.888888888887,43000.0
2014-04-04,2000.0,14763.888888888887,43000.0
2014-04-05,2000.0,5518.518518518519,9916.7
2014-04-06,2000.0,5518.518518518519,9916.7
2014-04-07,2000.0,5518.518518518519,9916.7
2014-04-08,2000.0,5518.518518518519,9916.7
2014-04-09,2000.0,5518.518518518519,9916.7
2014-04-10,2000.0,5518.518518518519,9916.7
2014-04-11,2000.0,5518.518518518519,9916.7
2014-04-12,2000.0,5518.518518518519,9916.7
2014-04-13,2000.0,5518.518518518519,9916.7
2014-04-14,2000.0,5518.518518518519,9916.7
2014-04-15,2000.0,5518.518518518519,9916.7
2014-04-16,2000.0,5518.518518518519,9916.7
2014-04-17,2000.0,5518.518518518519,9916.7
2014-04-18,2000.0,5518.518518518519,9916.7
2014-04-19,2000.0,5518.518518518519,9916.7
2014-04-20,2000.0,5518.518518518519,9916.7
2014-04-21,2000.0,5518.518518518519,9916.7
2014-04-22,2000.0,5518.518518518519,9916.7
2014-04-23,2000.0,5518.518518518519,9916.7
2014-04-24,2000.0,5518.518518518519,9916.7
2014-04-25,2000.0,5518.518518518519,9916.7
2014-04-26,2000.0,5518.518518518519,9916.7
2014-04-27,2000.0,5518.518518518519,9916.7
2014-04-28,2000.0,5518.518518518519,9916.7
2014-04-29,2000.0,5518.518518518519,9916.7
2014-04-30,2000.0,5518.518518518519,9916.7
2014-05-01,2000.0,5518.518518518519,9916.7
2014-05-02,2000.0,5518.518518518519,9916.7
2014-05-03,2000.0,5518.518518518519,9916.7
2014-05-04,2000.0,5518.518518518519,9916.7
2014-05-05,2000.0,5518.518518518519,9916.7
2014-05-06,2000.0,5518.518518518519,9916.7
2014-05-07,2000.0,5518.518518518519,9916.7
2014-05-08,2000.0,5518.518518518519,9916.7
2014-05-09,2000.0,5518.518518518519,9916.7
2014-05-10,2000.0,5518.518518518519,9916.7
2014-05-11,2000.0,5518.518518518519,9916.7
2014-05-12,2000.0,5518.518518518519,9916.7
2014-05-13,2000.0,5518.518518518519,9916.7
2014-05-14,2000.0,5518.518518518519,9916.7
2014-05-15,2000.0,5518.518518518519,9916.7
2014-05-16,2000.0,5518.518518518519,9916.7
2014-05-17,2000.0,5518.518518518519,9916.7
2014-05-18,2000.0,5518.518518518519,9916.7
2014-05-19,2000.0,5518.518518518519,9916.7
2014-05-20,2000.0,5518.518518518519,9916.7
2014-05-21,2000.0,5518.518518518519,9916.7
2014-05-22,2000.0,5518.518518518519,9916.7
2014-05-23,2000.0,5518.518518518519,9916.7
2014-05-24,2000.0,5518.518518518519,9916.7
2014-05-25,2000.0,5518.518518518519,9916.7
2014-05-26,2000.0,5518.518518518519,9916.7
2014-05-27,2000.0,5518.518518518519,9916.7
2014-05-28,2000.0,5518.518518518519,9916.7
2014-05-29,2000.0,5518.518518518519,9916.7
2014-05-30,2000.0,5518.518518518519,9916.7
2014-05-31,2000.0,5518.518518518519,9916.7
2014-06-01,2000.0,5518.518518518519,9916.7
2014-06-02,2000.0,5518.518518518519,9916.7
2014-06-03,2000.0,5518.518518518519,9916.7
2014-06-04,2000.0,5518.518518518519,9916.7
2014-06-05,2000.0,5518.518518518519,9916.7
2014-06-06,2000.0,5518.518518518519,9916.7
2014-06-07,2000.0,5518.518518518519,9916.7
2014-06-08,2000.0,5518.518518518519,9916.7
2014-06-09,2000.0,5518.518518518519,9916.7
2014-06-10,2000.0,5518.518518518519,9916.7
2014-06-11,2000.0,5518.518518518519,9916.7
2014-06-12,2000.0,5518.518518518519,9916.7
2014-06-13,2000.0,5518.518518518519,9916.7
2014-06-14,2000.0,5518.518518518519,9916.7
2014-06-15,2000.0,5518.518518518519,9916.7
2014-06-16,2000.0,5518.518518518519,9916.7
2014-06-17,2000.0,5518.518518518519,9916.7
2014-06-18,2000.0,5518.518518518519,9916.7
2014-06-19,2000.0,5518.518518518519,9916.7
2014-06-20,2000.0,5518.518518518519,9916.7
2014-06-21,2000.0,5518.518518518519,9916.7
2014-06-22,2000.0,5518.518518518519,9916.7
2014-06-23,2000.0,5518.518518518519,9916.7
2014-06-24,2000.0,5518.518518518519,9916.7
2014-06-25,2000.0,5518.518518518519,9916.7
2014-06-26,2000.0,5518.518518518519,9916.7
2014-06-27,2000.0,5518.518518518519,9916.7
2014-06-28,2000.0,5518.518518518519,9916.7
2014-06-29,2000.0,5518.518518518519,9916.7
2014-06-30,2000.0,5518.518518518519,9916.7
2014-07-01,2000.0,5518.518518518519,9916.7
2014-07-02,2000.0,5518.518518518519,9916.7
2014-07-03,2000.0,5518.518518518519,9916.7
2014-07-04,2000.0,5518.518518518519,9916.7
2014-07-05,2000.0,5518.518518518519,9916.7
2014-07-06,2000.0,5518.518518518519,9916.7
2014-07-07,2000.0,5518.518518518519,9916.7
2014-07-08,2000.0,5518.518518518519,9916.7
2014-07-09,2000.0,5518.518518518519,9916.7
2014-07-10,2000.0,5518.518518518519,9916.7
2014-07-11,2000.0,5518.518518518519,9916.7
2014-07-12,2000.0,5518.518518518519,9916.7
2014-07-13,2000.0,5518.518518518519,9916.7
2014-07-14,2000.0,5518.518518518519,9916.7
2014-07-15,2000.0,5518.518518518519,9916.7
2014-07-16,2000.0,5518.518518518519,9916.7
2014-07-17,2000.0,5518.518518518519,9916.7
2014-07-18,2000.0,5518.518518518519,9916.7
2014-07-19,2000.0,5518.518518518519,9916.7
2014-07-20,2000.0,5518.518518518519,9916.7
2014-07-21,2000.0,5518.518518518519,9916.7
2014-07-22,2000.0,5518.518518518519,9916.7
2014-07-23,2000.0,5518.518518518519,9916.7
2014-07-24,2000.0,5518.518518518519,9916.7
2014-07-25,2000.0,5518.518518518519,9916.7
2014-07-26,2000.0,5518.518518518519,9916.7
2014-07-27,2000.0,5518.518518518519,9916.7
2014-07-28,2000.0,5518.518518518519,9916.7
2014-07-29,2000.0,5518.518518518519,9916.7
2014-07-30,2000.0,5518.518518518519,9916.7
2014-07-31,2000.0,5518.518518518519,9916.7
2014-08-01,2000.0,5518.518518518519,9916.7
2014-08-02,2000.0,5518.518518518519,9916.7
2014-08-03,2000.0,5518.518518518519,9916.7
2014-08-04,2000.0,5518.518518518519,9916.7
2014-08-05,2000.0,5518.518518518519,9916.7
2014-08-06,2000.0,5518.518518518519,9916.7
2014-08-07,2000.0,5518.518518518519,9916.7
2014-08-08,2000.0,5518.518518518519,9916.7
2014-08-09,2000.0,5518.518518518519,9916.7
2014-08-10,2000.0,5518.518518518519,9916.7
2014-08-11,2000.0,5518.518518518519,9916.7
2014-08-12,2000.0,5518.518518518519,9916.7
2014-08-13,2000.0,5518.518518518519,9916.7
2014-08-14,2000.0,5518.518518518519,9916.7
2014-08-15,2000.0,5518.518518518519,9916.7
2014-08-16,2000.0,5518.518518518519,9916.7
2014-08-17,2000.0,5518.518518518519,9916.7
2014-08-18,2000.0,5518.518518518519,9916.7
2014-08-19,2000.0,5518.518518518519,9916.7
2014-08-20,2000.0,5518.518518518519,9916.7
2014-08-21,2000.0,5518.518518518519,9916.7
2014-08-22,2000.0,5518.518518518519,9916.7
2014-08-23,2000.0,5518.518518518519,9916.7
2014-08-24,2000.0,5518.518518518519,9916.7
2014-08-25,2000.0,5518.518518518519,9916.7
2014-08-26,2000.0,2000.0,2000.0
2014-08-27,2000.0,2000.0,2000.0
2014-08-28,2000.0,2000.0,2000.0
2014-08-29,2000.0,2000.0,2000.0
2014-08-30,2000.0,2000.0,2000.0
2014-08-31,2000.0,2000.0,2000.0
2014-09-01,765.6899999999999,1382.8451882845188,2000.0
2014-09-02,765.6899999999999,1382.8451882845188,2000.0
2014-09-03,765.6899999999999,1382.8451882845188,2000.0
2014-09-04,765.6899999999999,1382.8451882845188,2000.0
2014-09-05,765.6899999999999,1382.8451882845188,2000.0
2014-09-06,765.6899999999999,1382.8451882845188,2000.0
2014-09-07,765.6899999999999,1382.8451882845188,2000.0
2014-09-08,765.6899999999999,1382.8451882845188,2000.0
2014-09-09,765.6899999999999,1382.8451882845188,2000.0
2014-09-10,765.6899999999999,1382.8451882845188,2000.0
2014-09-11,765.6899999999999,1382.8451882845188,2000.0
2014-09-12,765.6899999999999,1382.8451882845188,2000.0
2014-09-13,765.6899999999999,1382.8451882845188,2000.0
2014-09-14,765.6899999999999,1382.8451882845188,2000.0
2014-09-15,765.6899999999999,1382.8451882845188,2000.0
2014-09-16,765.6899999999999,1382.8451882845188,2000.0
2014-09-17,765.6899999999999,1382.8451882845188,2000.0
2014-09-18,765.6899999999999,1382.8451882845188,2000.0
2014-09-19,765.6899999999999,1382.8451882845188,2000.0
2014-09-20,765.6899999999999,1382.8451882845188,2000.0
2014-09-21,765.6899999999999,1382.8451882845188,2000.0
2014-09-22,765.6899999999999,1382.8451882845188,2000.0
2014-09-23,765.6899999999999,1382.8451882845188,2000.0
2014-09-24,765.6899999999999,1382.8451882845188,2000.0
2014-09-25,765.6899999999999,1382.8451882845188,2000.0
2014-09-26,765.6899999999999,1382.8451882845188,2000.0
2014-09-27,765.6899999999999,1382.8451882845188,2000.0
2014-09-28,765.6899999999999,1382.8451882845188,2000.0
2014-09-29,765.6899999999999,1382.8451882845188,2000.0
2014-09-30,765.6899999999999,1382.8451882845188,2000.0
2014-10-01,765.6899999999999,1382.8451882845188,2000.0
2014-10-02,765.6899999999999,1382.8451882845188,2000.0
2014-10-03,765.6899999999999,1382.8451882845188,2000.0
2014-10-04,765.6899999999999,1382.8451882845188,2000.0
2014-10-05,765.6899999999999,1382.8451882845188,2000.0
2014-10-06,765.6899999999999,1382.8451882845188,2000.0
2014-10-07,765.6899999999999,1382.8451882845188,2000.0
2014-10-08,765.6899999999999,1382.8451882845188,2000.0
2014-10-09,765.6899999999999,1382.8451882845188,2000.0
2014-10-10,765.6899999999999,1382.8451882845188,2000.0
2014-10-11,765.6899999999999,1382.8451882845188,2000.0
2014-10-12,765.6899999999999,1382.8451882845188,2000.0
2014-10-13,765.6899999999999,1382.8451882845188,2000.0
2014-10-14,765.6899999999999,1382.8451882845188,2000.0
2014-10-15,765.6899999999999,1382.8451882845188,2000.0
2014-10-16,765.6899999999999,1382.8451882845188,2000.0
2014-10-17,765.6899999999999,1382.8451882845188,2000.0
2014-10-18,765.6899999999999,1382.8451882845188,2000.0
2014-10-19,765.6899999999999,1382.8451882845188,2000.0
2014-10-20,765.6899999999999,1382.8451882845188,2000.0
2014-10-21,765.6899999999999,1382.8451882845188,2000.0
2014-10-22,765.6899999999999,1382.8451882845188,2000.0
2014-10-23,765.6899999999999,1382.8451882845188,2000.0
2014-10-24,765.6899999999999,1382.8451882845188,2000.0
2014-10-25,765.6899999999999,1382.8451882845188,2000.0
2014-10-26,765.6899999999999,1382.8451882845188,2000.0
2014-10-27,765.6899999999999,1382.8451882845188,2000.0
2014-10-28,765.6899999999999,1382.8451882845188,2000.0
2014-10-29,765.6899999999999,1382.8451882845188,2000.0
2014-10-30,765.6899999999999,1382.8451882845188,2000.0
2014-10-31,765.6899999999999,1382.8451882845188,2000.0
2014-11-01,765.6899999999999,1382.8451882845188,2000.0
2014-11-02,765.6899999999999,1382.8451882845188,2000.0
2014-11-03,765.6899999999999,1382.8451882845188,2000.0
2014-11-04,765.6899999999999,1382.8451882845188,2000.0
2014-11-05,765.6899999999999,1382.8451882845188,2000.0
2014-11-06,765.6899999999999,1382.8451882845188,2000.0
2014-11-07,765.6899999999999,1382.8451882845188,2000.0
2014-11-08,765.6899999999999,1382.8451882845188,2000.0
2014-11-09,765.6899999999999,1382.8451882845188,2000.0
2014-11-10,765.6899999999999,1382.8451882845188,2000.0
2014-11-11,765.6899999999999,1382.8451882845188,2000.0
2014-11-12,765.6899999999999,1382.8451882845188,2000.0
2014-11-13,765.6899999999999,1382.8451882845188,2000.0
2014-11-14,765.6899999999999,1382.8451882845188,2000.0
2014-11-15,765.6899999999999,1382.8451882845188,2000.0
2014-11-16,765.6899999999999,1382.8451882845188,2000.0
2014-11-17,765.6899999999999,1382.8451882845188,2000.0
2014-11-18,765.6899999999999,1382.8451882845188,2000.0
2014-11-19,765.6899999999999,1382.8451882845188,2000.0
2014-11-20,765.6899999999999,1382.8451882845188,2000.0
2014-11-21,765.6899999999999,1382.8451882845188,2000.0
2014-11-22,765.6899999999999,1382.8451882845188,2000.0
2014-11-23,765.6899999999999,1382.8451882845188,2000.0
2014-11-24,765.6899999999999,1382.8451882845188,2000.0
2014-11-25,765.6899999999999,1382.8451882845188,2000.0
2014-11-26,765.6899999999999,1382.8451882845188,2000.0
2014-11-27,765.6899999999999,1382.8451882845188,2000.0
2014-11-28,765.6899999999999,1382.8451882845188,2000.0
2014-11-29,765.6899999999999,1382.8451882845188,2000.0
2014-11-30,765.6899999999999,1382.8451882845188,2000.0
2014-12-01,765.6899999999999,1382.8451882845188,2000.0
2014-12-02,765.6899999999999,1382.8451882845188,2000.0
2014-12-03,765.6899999999999,1382.8451882845188,2000.0
2014-12-04,765.6899999999999,1382.8451882845188,2000.0
2014-12-05,765.6899999999999,1382.8451882845188,2000.0
2014-12-06,765.6899999999999,1382.8451882845188,2000.0
2014-12-07,765.6899999999999,1382.8451882845188,2000.0
2014-12-08,765.6899999999999,1382.8451882845188,2000.0
2014-12-09,765.6899999999999,1382.8451882845188,2000.0
2014-12-10,765.6899999999999,1382.8451882845188,2000.0
2014-12-11,765.6899999999999,1382.8451882845188,2000.0
2014-12-12,765.6899999999999,1382.8451882845188,2000.0
2014-12-13,765.6899999999999,1382.8451882845188,2000.0
2014-12-14,765.6899999999999,1382.8451882845188,2000.0
2014-12-15,765.6899999999999,1382.8451882845188,2000.0
2014-12-16,765.6899999999999,1382.8451882845188,2000.0
2014-12-17,765.6899999999999,1382.8451882845188,2000.0
2014-12-18,765.6899999999999,1382.8451882845188,2000.0
2014-12-19,765.6899999999999,1382.8451882845188,2000.0
2014-12-20,765.6899999999999,1382.8451882845188,2000.0
2014-12-21,765.6899999999999,1382.8451882845188,2000.0
2014-12-22,765.6899999999999,1382.8451882845188,2000.0
2014-12-23,765.6899999999999,1382.8451882845188,2000.0
2014-12-24,765.6899999999999,1382.8451882845188,2000.0
2014-12-25,765.6899999999999,1382.8451882845188,2000.0
2014-12-26,765.6899999999999,1382.8451882845188,2000.0
2014-12-27,765.6899999999999,1382.8451882845188,2000.0
2014-12-28,765.6899999999999,1382.8451882845188,2000.0
2014-12-29,765.6899999999999,1382.8451882845188,2000.0
2014-12-30,765.6899999999999,1382.8451882845188,2000.0
2014-12-31,765.6899999999999,1382.8451882845188,2000.0
2015-01-01,765.6899999999999,1314.2724314272432,2000.0
2015-01-02,765.6899999999999,1314.2724314272432,2000.0
2015-01-03,765.6899999999999,1314.2724314272432,2000.0
2015-01-04,765.6899999999999,1314.2724314272432,2000.0
2015-01-05,765.6899999999999,1314.2724314272432,2000.0
2015-01-06,765.6899999999999,1314.2724314272432,2000.0
2015-01-07,765.6899999999999,1314.2724314272432,2000.0
2015-01-08,765.6899999999999,1314.2724314272432,2000.0
2015-01-09,765.6899999999999,1314.2724314272432,2000.0
2015-01-10,765.6899999999999,1314.2724314272432,2000.0
2015-01-11,765.6899999999999,1314.2724314272432,2000.0
2015-01-12,765.6899999999999,1314.2724314272432,2000.0
2015-01-13,765.6899999999999,1314.2724314272432,2000.0
2015-01-14,765.6899999999999,1314.2724314272432,2000.0
2015-01-15,765.6899999999999,1314.2724314272432,2000.0
2015-01-16,765.6899999999999,1314.2724314272432,2000.0
2015-01-17,765.6899999999999,1314.2724314272432,2000.0
2015-01-18,765.6899999999999,1314.2724314272432,2000.0
2015-01-19,765.6899999999999,1314.2724314272432,2000.0
2015-01-20,765.6899999999999,1314.2724314272432,2000.0
2015-01-21,765.6899999999999,1314.2724314272432,2000.0
2015-01-22,765.6899999999999,1314.2724314272432,2000.0
2015-01-23,765.6899999999999,1314.2724314272432,2000.0
2015-01-24,765.6899999999999,1314.2724314272432,2000.0
2015-01-25,765.6899999999999,1314.2724314272432,2000.0
2015-01-26,765.6899999999999,1314.2724314272432,2000.0
2015-01-27,765.6899999999999,1314.2724314272432,2000.0
2015-01-28,765.6899999999999,1314.2724314272432,2000.0
2015-01-29,765.6899999999999,1314.2724314272432,2000.0
2015-01-30,765.6899999999999,1314.2724314272432,2000.0
2015-01-31,765.6899999999999,1314.2724314272432,2000.0
2015-02-01,510.82000000000005,1055.6037059175135,2000.0
2015-02-02,510.82000000000005,1055.6037059175135,2000.0
2015-02-03,510.82000000000005,1055.6037059175135,2000.0
2015-02-04,510.82000000000005,1055.6037059175135,2000.0
2015-02-05,510.82000000000005,1055.6037059175135,2000.0
2015-02-06,510.82000000000005,1055.6037059175135,2000.0
2015-02-07,510.82000000000005,1055.6037059175135,2000.0
2015-02-08,510.82000000000005,1055.6037059175135,2000.0
2015-02-09,510.82000000000005,1055.6037059175135,2000.0
2015-02-10,510.82000000000005,1055.6037059175135,2000.0
2015-02-11,510.82000000000005,1055.6037059175135,2000.0
2015-02-12,510.82000000000005,1055.6037059175135,2000.0
2015-02-13,510.82000000000005,1055.6037059175135,2000.0
2015-02-14,510.82000000000005,1055.6037059175135,2000.0
2015-02-15,510.82000000000005,1055.6037059175135,2000.0
2015-02-16,510.82000000000005,1055.6037059175135,2000.0
2015-02-17,510.82000000000005,1055.6037059175135,2000.0
2015-02-18,510.82000000000005,1055.6037059175135,2000.0
2015-02-19,510.82000000000005,1055.6037059175135,2000.0
2015-02-20,510.82000000000005,1055.6037059175135,2000.0
2015-02-21,510.82000000000005,1055.6037059175135,2000.0
2015-02-22,510.82000000000005,1055.6037059175135,2000.0
2015-02-23,510.82000000000005,1055.6037059175135,2000.0
2015-02-24,510.82000000000005,1055.6037059175135,2000.0
2015-02-25,510.82000000000005,1055.6037059175135,2000.0
2015-02-26,510.82000000000005,1055.6037059175135,2000.0
2015-02-27,510.82000000000005,1055.6037059175135,2000.0
2015-02-28,510.82000000000005,1055.6037059175135,2000.0
2015-03-01,510.82000000000005,1055.6037059175135,2000.0
2015-03-02,510.82000000000005,1055.6037059175135,2000.0
2015-03-03,510.82000000000005,1055.6037059175135,2000.0
2015-03-04,510.82000000000005,1055.6037059175135,2000.0
2015-03-05,510.82000000000005,1055.6037059175135,2000.0
2015-03-06,510.82000000000005,1055.6037059175135,2000.0
2015-03-07,510.82000000000005,1055.6037059175135,2000.0
2015-03-08,510.82000000000005,1055.6037059175135,2000.0
2015-03-09,510.82000000000005,1055.6037059175135,2000.0
2015-03-10,510.82000000000005,1055.6037059175135,2000.0
2015-03-11,510.82000000000005,1055.6037059175135,2000.0
2015-03-12,510.82000000000005,1055.6037059175135,2000.0
2015-03-13,510.82000000000005,1055.6037059175135,2000.0
2015-03-14,510.82000000000005,1055.6037059175135,2000.0
2015-03-15,510.82000000000005,1055.6037059175135,2000.0
2015-03-16,510.82000000000005,1055.6037059175135,2000.0
2015-03-17,510.82000000000005,1055.6037059175135,2000.0
2015-03-18,510.82000000000005,1055.6037059175135,2000.0
2015-03-19,510.82000000000005,1055.6037059175135,2000.0
2015-03-20,510.82000000000005,1055.6037059175135,2000.0
2015-03-21,510.82000000000005,1055.6037059175135,2000.0
2015-03-22,510.82000000000005,1055.6037059175135,2000.0
2015-03-23,510.82000000000005,1055.6037059175135,2000.0
2015-03-24,510.82000000000005,1055.6037059175135,2000.0
2015-03-25,510.82000000000005,1055.6037059175135,2000.0
2015-03-26,510.82000000000005,1055.6037059175135,2000.0
2015-03-27,510.82000000000005,1055.6037059175135,2000.0
2015-03-28,510.82000000000005,1055.6037059175135,2000.0
2015-03-29,510.82000000000005,1055.6037059175135,2000.0
2015-03-30,510.82000000000005,1055.6037059175135,2000.0
2015-03-31,510.82000000000005,1055.6037059175135,2000.0
2015-04-01,510.82000000000005,1055.6037059175135,2000.0
2015-04-02,510.82000000000005,1055.6037059175135,2000.0
2015-04-03,510.82000000000005,1055.6037059175135,2000.0
2015-04-04,510.82000000000005,1055.6037059175135,2000.0
2015-04-05,510.82000000000005,1055.6037059175135,2000.0
2015-04-06,510.82000000000005,1055.6037059175135,2000.0
2015-04-07,510.82000000000005,1055.6037059175135,2000.0
2015-04-08,510.82000000000005,1055.6037059175135,2000.0
2015-04-09,510.82000000000005,1055.6037059175135,2000.0
2015-04-10,510.82000000000005,1055.6037059175135,2000.0
2015-04-11,510.82000000000005,1055.6037059175135,2000.0
2015-04-12,510.82000000000005,1055.6037059175135,2000.0
2015-04-13,510.82000000000005,1055.6037059175135,2000.0
2015-04-14,510.82000000000005,1055.6037059175135,2000.0
2015-04-15,510.82000000000005,1055.6037059175135,2000.0
2015-04-16,510.82000000000005,1055.6037059175135,2000.0
2015-04-17,510.82000000000005,1055.6037059175135,2000.0
2015-04-18,510.82000000000005,1055.6037059175135,2000.0
2015-04-19,510.82000000000005,677.8451882845188,765.6899999999999
2015-04-20,510.82000000000005,677.8451882845188,765.6899999999999
2015-04-21,510.82000000000005,677.8451882845188,765.6899999999999
2015-04-22,510.82000000000005,677.8451882845188,765.6899999999999
2015-04-23,510.82000000000005,677.8451882845188,765.6899999999999
2015-04-24,510.82000000000005,677.8451882845188,765.6899999999999
2015-04-25,510.82000000000005,677.8451882845188,765.6899999999999
2015-04-26,510.82000000000005,677.8451882845188,765.6899999999999
2015-04-27,510.82000000000005,677.8451882845188,765.6899999999999
2015-04-28,510.82000000000005,677.8451882845188,765.6899999999999
2015-04-29,510.82000000000005,677.8451882845188,765.6899999999999
2015-04-30,510.82000000000005,1055.6037059175135,2000.0
2015-05-01,510.82000000000005,1055.6037059175135,2000.0
2015-05-02,510.82000000000005,1055.6037059175135,2000.0
2015-05-03,510.82000000000005,1055.6037059175135,2000.0
2015-05-04,510.82000000000005,1055.6037059175135,2000.0
2015-05-05,510.82000000000005,1055.6037059175135,2000.0
2015-05-06,510.82000000000005,1055.6037059175135,2000.0
2015-05-07,510.82000000000005,1055.6037059175135,2000.0
2015-05-08,510.82000000000005,1055.6037059175135,2000.0
2015-05-09,510.82000000000005,1055.6037059175135,2000.0
2015-05-10,510.82000000000005,1055.6037059175135,2000.0
2015-05-11,510.82000000000005,1055.6037059175135,2000.0
2015-05-12,510.82000000000005,1055.6037059175135,2000.0
2015-05-13,510.82000000000005,1055.6037059175135,2000.0
2015-05-14,510.82000000000005,1055.6037059175135,2000.0
2015-05-15,510.82000000000005,1055.6037059175135,2000.0
2015-05-16,510.82000000000005,1055.6037059175135,2000.0
2015-05-17,510.82000000000005,1055.6037059175135,2000.0
2015-05-18,510.82000000000005,1055.6037059175135,2000.0
2015-05-19,510.82000000000005,1055.6037059175135,2000.0
2015-05-20,510.82000000000005,1055.6037059175135,2000.0
2015-05-21,510.82000000000005,1055.6037059175135,2000.0
2015-05-22,510.82000000000005,1055.6037059175135,2000.0
2015-05-23,510.82000000000005,1055.6037059175135,2000.0
2015-05-24,510.82000000000005,1055.6037059175135,2000.0
2015-05-25,510.82000000000005,1055.6037059175135,2000.0
2015-05-26,510.82000000000005,1055.6037059175135,2000.0
2015-05-27,510.82000000000005,1055.6037059175135,2000.0
2015-05-28,510.82000000000005,1055.6037059175135,2000.0
2015-05-29,510.82000000000005,1055.6037059175135,2000.0
2015-05-30,510.82000000000005,1055.6037059175135,2000.0
2015-05-31,510.82000000000005,1055.6037059175135,2000.0
2015-06-01,510.82000000000005,1055.6037059175135,2000.0
2015-06-02,510.82000000000005,1055.6037059175135,2000.0
2015-06-03,510.82000000000005,1055.6037059175135,2000.0
2015-06-04,510.82000000000005,1055.6037059175135,2000.0
2015-06-05,510.82000000000005,1055.6037059175135,2000.0
2015-06-06,510.82000000000005,1055.6037059175135,2000.0
2015-06-07,510.82000000000005,1055.6037059175135,2000.0
2015-06-08,510.82000000000005,1055.6037059175135,2000.0
2015-06-09,510.82000000000005,1055.6037059175135,2000.0
2015-06-10,510.82000000000005,1055.6037059175135,2000.0
2015-06-11,510.82000000000005,1055.6037059175135,2000.0
2015-06-12,510.82000000000005,1055.6037059175135,2000.0
2015-06-13,510.82000000000005,1055.6037059175135,2000.0
2015-06-14,510.82000000000005,1055.6037059175135,2000.0
2015-06-15,510.82000000000005,1055.6037059175135,2000.0
2015-06-16,510.82000000000005,1055.6037059175135,2000.0
2015-06-17,510.82000000000005,1055.6037059175135,2000.0
2015-06-18,510.82000000000005,1055.6037059175135,2000.0
2015-06-19,510.82000000000005,1055.6037059175135,2000.0
2015-06-20,510.82000000000005,1055.6037059175135,2000.0
2015-06-21,510.82000000000005,1055.6037059175135,2000.0
2015-06-22,510.82000000000005,1055.6037059175135,2000.0
2015-06-23,510.82000000000005,1055.6037059175135,2000.0
2015-06-24,510.82000000000005,1055.6037059175135,2000.0
2015-06-25,510.82000000000005,1055.6037059175135,2000.0
2015-06-26,510.82000000000005,1055.6037059175135,2000.0
